name,address,phone,id,url,rating,review_count,longitude,latitude,is_closed
Mashcole Property Management,"4764 Park Granada Ste 200 Calabasas, CA 91302",18188888052,j_nOS9MDy129ksLofkWnqQ,https://www.yelp.com/biz/mashcole-property-management-calabasas?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,152,-118.64188,34.15383,FALSE
Montezuma Park,"4915-4957 Catoctin Dr San Diego, CA 92115",,HOPjt7z4EDOCcAOGjMCGnw,https://www.yelp.com/biz/montezuma-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,3,-117.060661,32.76704,FALSE
Kensington,"San Diego, CA 92116",16193080781,chshlZNRiJyjVymRmnKyVA,https://www.yelp.com/biz/kensington-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,9,-117.106665,32.763839,FALSE
Haunted San Diego Ghost Tours,"2415 San Diego Ave San Diego, CA 92110",16192556170,nhPtsQXLGxWPkO4mA1ZJpA,https://www.yelp.com/biz/haunted-san-diego-ghost-tours-san-diego-5?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,264,-117.1937937,32.7516379,FALSE
San Diego State University,"5500 Campanile Mall San Diego, CA 92182",16195945200,j5nFFtcnBHkq1OwNhvg0Mw,https://www.yelp.com/biz/san-diego-state-university-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,159,-117.0716151,32.7751507,FALSE
San Diego State Aztecs,"5500 Campanile Dr San Diego State University San Diego, CA 92182",16192837378,DoLE73EV_jZsFcXIWf75vQ,https://www.yelp.com/biz/san-diego-state-aztecs-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,15,-117.07253,32.77215,FALSE
5811 Lindo Paseo,"5811 Lindo Paseo San Diego, CA 92115",18884215872,QGz2DCzLZQTCt2rCuCQvbg,https://www.yelp.com/biz/5811-lindo-paseo-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,14,-117.0715942,32.7714958,FALSE
San Diego Public Library - College Rolando Branch Library,"6600 Montezuma Rd San Diego, CA 92115",16195333902,LGMH-tw_afp3vKQaJ5fjeQ,https://www.yelp.com/biz/san-diego-public-library-college-rolando-branch-library-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,24,-117.05636,32.769027,FALSE
Aztec Recreation Center,"55TH St Sdsu San Diego, CA 92182",16195947529,5o4_dxRckZD4n_xZ59x7kw,https://www.yelp.com/biz/aztec-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,119,-117.075764,32.774474,FALSE
Viejas Arena,"5500 Canyon Crest Dr San Diego, CA 92182",16195940234,GElBRd42vdQlkosZMcbMdg,https://www.yelp.com/biz/viejas-arena-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,162,-117.074602,32.773824,FALSE
Diplomat,"6621 Montezuma Rd San Diego, CA 92115",16195830257,uf965wpK8TMYcksmVSpCYQ,https://www.yelp.com/biz/diplomat-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,8,-117.0565948,32.76858521,FALSE
Ghosts & Gravestones Tour San Diego,"4008 Twiggs St San Diego, CA 92110",16192988687,#NAME?,https://www.yelp.com/biz/ghosts-and-gravestones-tour-san-diego-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,35,-117.1957977,32.7535674,FALSE
Save Our Heritage Organization,"3525 7th Ave San Diego, CA 92103",16192983142,VWTrAduzffq4XWyUnKmhZg,https://www.yelp.com/biz/save-our-heritage-organization-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,4,-117.15759,32.74148,FALSE
Aztec Pacific Apartments,"6663 Montezuma Rd San Diego, CA 92115",18334808741,BS5xYOxiZ1Xdo4XDp4xxdw,https://www.yelp.com/biz/aztec-pacific-apartments-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,22,-117.0551608,32.7686242,FALSE
Carriage House,"4570 54th St San Diego, CA 92115",,1-JhBK_oMKrSEwrOKUxjLA,https://www.yelp.com/biz/carriage-house-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,1,2,-117.079876,32.760885,FALSE
Penthouse Apartments,"6560 Montezuma Rd San Diego, CA 92115",16192658101,IySetAprSeA6VPK8bUoMwQ,https://www.yelp.com/biz/penthouse-apartments-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,1.5,14,-117.05731,32.7695099,FALSE
Old Town Mexican Cafe,"2489 San Diego Ave San Diego, CA 92110",16192974330,ZXsUHVqAJ1py_FqRePMftw,https://www.yelp.com/biz/old-town-mexican-cafe-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,3051,-117.194767,32.75239795,FALSE
Cafe 21 Gaslamp,"802 5th Ave San Diego, CA 92101",16197950721,fSIRla-ZkcaLgQfufl60UA,https://www.yelp.com/biz/cafe-21-gaslamp-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,3946,-117.1602894,32.71376,FALSE
Collier Park,"Greene St And Soto St San Diego, CA 92107",16195311527,JmYBiIGiyeoREesCYcrW2w,https://www.yelp.com/biz/collier-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,2,-117.2366681,32.74762016,FALSE
Collier Park,"4401 Palm Ave La Mesa, CA 91941",,idCeIGQqZ2tKXoSirsyqrg,https://www.yelp.com/biz/collier-park-la-mesa?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2,8,-117.014784,32.75897926,FALSE
Deputy Ken Collier Neighborhood Park,"9206-9236 Via De Cristina Santee, CA 92071",,kMtRkAygvEUVDCVHUtosdA,https://www.yelp.com/biz/deputy-ken-collier-neighborhood-park-santee?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,4,-116.997594,32.835982,FALSE
Point Loma Native Plant Garden,"4444 Greene St Ocean Beach, CA 92107",16192977380,Q46ApLHZ04TOnCgKBAWIsg,https://www.yelp.com/biz/point-loma-native-plant-garden-ocean-beach?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,4,-117.235595,32.747421,FALSE
La Jolla,"La Jolla Shores Dr San Diego, CA 92037",,ISQEZYbUcAvJhfqsfVHI8Q,https://www.yelp.com/biz/la-jolla-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,75,-117.253346,32.862315,FALSE
Beacon's Beach,"Leucadia, CA 92024",,JgRMK3ma61C7pi94dF8SDQ,https://www.yelp.com/biz/beacons-beach-leucadia?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,39,-117.30426,33.07064,FALSE
Jerabek Park,"10200 Scripps Trl San Diego, CA 92131",,k7Ewq5j4sMVGAKpMwX_qlQ,https://www.yelp.com/biz/jerabek-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,6,-117.082733,32.910252,FALSE
Mission Hills Open Space,"1500 Washington Pl San Diego, CA 92103",,sEHFJuzSk5iQgkkFyl0smw,https://www.yelp.com/biz/mission-hills-open-space-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,3,-117.1769739,32.74989277,FALSE
White Deer Park,"2811 Jackson St San Diego, CA 92110",16192351169,IRdsfqeek0VFunKqBAaKcA,https://www.yelp.com/biz/white-deer-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.195233,32.75671296,FALSE
Park de la Cruz Skate Park,"3901 Landis St San Diego, CA 92105",,rJHgbK0FjuDgBGhMv6l5IQ,https://www.yelp.com/biz/park-de-la-cruz-skate-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,8,-117.11172,32.74479819,FALSE
South Village Neighborhood Park,"14756 Via Azul San Diego, CA 92127",,Yanm-qYJNIXqgeq41R1j7Q,https://www.yelp.com/biz/south-village-neighborhood-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,4,-117.161712,32.994874,FALSE
East Village Square,"855 J St San Diego, CA 92101",,ftq1dAR_MLQWHL05k2GLuw,https://www.yelp.com/biz/east-village-square-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,2,-117.1568943,32.7092551,FALSE
Seaport Village,"849 W Harbor Dr San Diego, CA 92101",16195300704,m6o3QpMxaPdMAMpfEVbRYw,https://www.yelp.com/biz/seaport-village-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,967,-117.170937,32.709071,FALSE
Embarcadero Marina Park South,"200 Marina Park Way San Diego, CA 92101",,Pb9euIjPzxVrdc9vR61D9w,https://www.yelp.com/biz/embarcadero-marina-park-south-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,71,-117.1632884,32.70573189,FALSE
Ruocco Park,"600-698 N Harbor Dr San Diego, CA 92132",,K_ctur9SVdKMv-Ark3wZ7g,https://www.yelp.com/biz/ruocco-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,18,-117.1715213,32.71105712,FALSE
Martin Luther King Jr. Promenade,"326 W Harbor Dr San Diego, CA 92101",,6wJKW7jMTlSrpuz6Agg19Q,https://www.yelp.com/biz/martin-luther-king-jr-promenade-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,16,-117.166051,32.710017,FALSE
Arcadia at StoneCrest Village,"2643 W Canyon Ave San Diego, CA 92123",18585030100,LNP7NFReqsqFucO4fm38gg,https://www.yelp.com/biz/arcadia-at-stonecrest-village-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,69,-117.1176646,32.79746127,FALSE
Form 15,"1450 Market St San Diego, CA 92101",16192155354,onDRYK7uzRPyZ613G0B8cw,https://www.yelp.com/biz/form-15-san-diego-3?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,58,-117.1508255,32.71208191,FALSE
Loma Village,"3175 Cauby St San Diego, CA 92110",16192241771,MXcwQ7h8-aHJfAUU9rZuNA,https://www.yelp.com/biz/loma-village-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,23,-117.2097557,32.749419,FALSE
Lincoln Military Housing - The Village at Serra Mesa,"8420 Krenz St San Diego, CA 92123",18588748240,CkJOzys7DKfQLr0gHbwzxg,https://www.yelp.com/biz/lincoln-military-housing-the-village-at-serra-mesa-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,1.5,25,-117.146552,32.802648,FALSE
Shift,"1501 Island Ave San Diego, CA 92101",18443832706,jleNlmXsk77fTDSzYW3eFg,https://www.yelp.com/biz/shift-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,47,-117.149626,32.709653,FALSE
Mesa Residential Apartments,"9240 Regents Rd La Jolla, CA 92037",18588223291,LsroTgTRpcpfZMekaOW02A,https://www.yelp.com/biz/mesa-residential-apartments-la-jolla?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,8,-117.218466,32.8731793,FALSE
13th & Market,"1330 Market St San Diego, CA 92101",16194889883,JiAUKTXbrgcnhQbCV69cDA,https://www.yelp.com/biz/13th-and-market-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,85,-117.1525479,32.7115635,FALSE
Fanuel Street Park,"4000 Fanuel St Pacific Beach, CA 92109",,SkzZf0dhAp4sudrNfCsO4w,https://www.yelp.com/biz/fanuel-street-park-pacific-beach-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,47,-117.2444201,32.79142344,FALSE
J Street Marina Bayside Park,"550 Marina Pkwy Chula Vista, CA 91910",16196866200,P9sR27niZsp5vkZD_pKTiQ,https://www.yelp.com/biz/j-street-marina-bayside-park-chula-vista?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,45,-117.10122,32.62558,FALSE
Stone Brewing Tap Room,"795 J St San Diego, CA 92101",16197274452,0Gzl3NP5VzMks048yLlEZw,https://www.yelp.com/biz/stone-brewing-tap-room-san-diego-5?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,214,-117.1575568,32.70879717,FALSE
J Street Viewpoint,"301-349 J St Encinitas, CA 92024",,lyxGpqH3y80kaGeMeoVdTQ,https://www.yelp.com/biz/j-street-viewpoint-encinitas?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,6,-117.2959629,33.03911551,FALSE
Social Tap,"815 J St San Diego, CA 92101",16193988938,6LRQ4SHtwYh_fjUxZyXxGA,https://www.yelp.com/biz/social-tap-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,455,-117.1572525,32.70920545,FALSE
Rice Canyon Trail,"S Rancho Del Rey Chula Vista, CA 91910",,O3Ol9F2ZyZFWUzyqnDDedw,https://www.yelp.com/biz/rice-canyon-trail-chula-vista?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,9,-117.023145,32.64124139,FALSE
Jsix,"616 J St San Diego, CA 92101",16195318744,eN3O_Ej94fG2PQtL5kJlwA,https://www.yelp.com/biz/jsix-san-diego-7?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,545,-117.1587242,32.7094817,FALSE
Horton Plaza Park,"900 4th Ave San Diego, CA 92101",16195448180,CNPpoGijs6APgJ2OWQCM2Q,https://www.yelp.com/biz/horton-plaza-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,47,-117.1614156,32.71546447,FALSE
Horton Plaza Park,"900 4th Ave San Diego, CA 92101",16194041111,zUmmYxHcbVXqGGiHz7cF5g,https://www.yelp.com/biz/horton-plaza-park-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,2,-117.1616407,32.71533057,FALSE
Edward J Schwartz Federal Building,"880 Front St San Diego, CA 92101",16195576564,hCGQwF8RBpXGdo7mxRqO_A,https://www.yelp.com/biz/edward-j-schwartz-federal-building-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.16495,32.7143299,FALSE
Gaslamp Quarter Association,"614 Fifth Ave Ste E San Diego, CA 92101",16192335227,B49I8XDXlv7RreBod9kWMw,https://www.yelp.com/biz/gaslamp-quarter-association-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,213,-117.160309,32.711942,FALSE
Jessop's Clock,"324 Horton Plz Horton Plaza San Diego, CA 92101",16192398181,N7F_Fm2TwOfUWghQ0wwKQA,https://www.yelp.com/biz/jessops-clock-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,1,-117.16188,32.713949,FALSE
Hall of Justice,"330 W Broadway San Diego, CA 92101",,Nm4fWKvAffuKouPudLxYzQ,https://www.yelp.com/biz/hall-of-justice-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,140,-117.166046,32.716255,FALSE
Horton Plaza Christmas Tree Lighting,"Horton Plz San Diego, CA 92101",,XJvBGHmS2Zzuo2ts0CvwYg,https://www.yelp.com/biz/horton-plaza-christmas-tree-lighting-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,2,-117.161489,32.714995,FALSE
Superior Court of California,"1100 Union St San Diego, CA 92101",16198442700,4KXjJzo8eH0EefBe9xLQvw,https://www.yelp.com/biz/superior-court-of-california-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,24,-117.165605,32.71697401,FALSE
Sheila R Hardin Downtown Information Center,"193 Horton Plz San Diego, CA 92101",16192352222,ZqJjKRuhENEBFVpCf1QGQQ,https://www.yelp.com/biz/sheila-r-hardin-downtown-information-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,2,-117.1636963,32.71682168,FALSE
A National Salute to Bob Hope & the Military,"750 N Harbor Dr San Diego, CA 92101",,c5HOl90eR0HaPSxfCCTFCg,https://www.yelp.com/biz/a-national-salute-to-bob-hope-and-the-military-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,43,-117.1757558,32.71276267,FALSE
Thread Show,"171 14th St San Diego, CA 92101",16192317807,xHkNSe2-iLztggG-czUiFQ,https://www.yelp.com/biz/thread-show-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,34,-117.1515274,32.70680618,FALSE
Internal Revenue Service,"San Diego, CA 92101",16196159555,By2kXpTiB0lQSREI-QN1Iw,https://www.yelp.com/biz/internal-revenue-service-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,5,-117.16431,32.7211,FALSE
IRS,"880 Front St San Diego, CA 92101",16193215950,2GzumI9Aa0bXZ4yWanjKOw,https://www.yelp.com/biz/irs-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,44,-117.164186,32.714334,FALSE
United States District Court Jury Assembly Room,"333 W Broadway San Diego, CA 92101",,yroi_bUDNImv2EROl5OX_w,https://www.yelp.com/biz/united-states-district-court-jury-assembly-room-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.1662052,32.71518221,FALSE
US Post Office,"3223 Greyling Dr San Diego, CA 92123",18582774903,EXlvb1dGtHLvMvzNYlp1lw,https://www.yelp.com/biz/us-post-office-san-diego-63?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,63,-117.13989,32.80138,FALSE
"Superior Court of California, County of San Diego, Small Claims","1100 Union St San Diego, CA 92101",18586341777,t9C_7d_kt7TKf3pmGOu50g,https://www.yelp.com/biz/superior-court-of-california-county-of-san-diego-small-claims-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,19,-117.165834,32.71690968,FALSE
Nestor Neighborhood Park,"Grove Ave San Diego, CA 92154",,Xvwr8h7KcgpUOKa_MgOWeA,https://www.yelp.com/biz/nestor-neighborhood-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2,1,-117.0812244,32.57110291,FALSE
Nestor Language Academy Charter School,"1455 Hollister St San Diego, CA 92154",16196280900,eDlgCKzXh2xJiTdYBbp6_A,https://www.yelp.com/biz/nestor-language-academy-charter-school-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.08274,32.5702799,FALSE
Nestor Head Start,"2399 Grove Ave Chula Vista, CA 91910",16194234986,jz73m7ZP0c2HFXNKgcrcYQ,https://www.yelp.com/biz/nestor-head-start-chula-vista?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.081846,32.571243,FALSE
Mt Olivet Cemetery,"2127 Iris Ave San Diego, CA 92154",16196437081,gYWVL3huGLLTWGz9Y-2Adg,https://www.yelp.com/biz/mt-olivet-cemetery-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1,-117.08798,32.5687,FALSE
San Diego Public Library - Otay Mesa-Nestor Branch Library,"3003 Coronado Ave San Diego, CA 92154",16194240474,vIxrJuT2KdNSKQkoJ9IOFg,https://www.yelp.com/biz/san-diego-public-library-otay-mesa-nestor-branch-library-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,13,-117.0681639,32.5770674,FALSE
Pinnacle at Otay Ranch,"1310 Santa Rita E Chula Vista, CA 91913",16197754114,90WbyV5nuKpNxqQ25NfFgg,https://www.yelp.com/biz/pinnacle-at-otay-ranch-chula-vista-3?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,60,-116.999402,32.622126,FALSE
