id,rating,text
Torrey Hills Apartment Homes,5,I decided to take a tour to view an apartment at Torrey Hills last week. I was greeted by Cary who was amazing throughout the entire process from start to...
Torrey Hills Apartment Homes,5,"God. I love Torrey Hills so much. 

My husband and I came from a toxic apartment community before breaking the courage to break our lease. During our..."
Torrey Hills Apartment Homes,1,I have never seen such a rude staff anywhere  ; my car is being  being towed from parking place. resident service  reply is  that there is clause in Lease...
Signature Point,5,We love living at Signature Point. It's in the most amazing location of Del Mar and has so many gorgeous amenities. The maintenance team along with the...
Signature Point,5,"Although I did not end up renting with Signature Point, I found their leasing staff to be excellent. Darlene was extremely friendly and helpful while..."
Signature Point,2,"TLDR: This place is a smoker's paradise, which is hard to find these days in Southern California. If you don't mind throwing away countless idle threats and..."
Del Mar Ridge Apartments,5,"The location of these apartments is literally perfect. Walking distance to The Highlands, One Paseo, Ralph's, etc.  Close to the highways. Right in the..."
Del Mar Ridge Apartments,1,"My husband and I lived here for 2 years and 8 months - we had two different apartments over the course of our stay. 

The first apartment was a first floor..."
Del Mar Ridge Apartments,1,"This place is horrible! Move here if you like the following: 

Loud noisy environment
You can hear your neighbors above and next to you
The dog areas are..."
Torrey Villas Apartment Homes,5,"N O T E  O F   A P P R E C I A T I O N  -  F R A N C I S C O 

My S. O. and I truly love this place!....

So I am delighted to ad another 5 * * * * *..."
Torrey Villas Apartment Homes,5,We moved to Torrey Villas Apartment Homes a month ago. It took us a year to relocate from Chicago. We visited this complex last June and liked it. During...
Torrey Villas Apartment Homes,1,"Nice location, apartments are outdated and pricing.
Very efficient maintenance crews.
The ""Elephant in the room"" is their management team,
Ryan, Kylie."
Los Arboles Apartments,5,Location! Walking distance to Torrey State Pines Brach or Seagrove Park. Don't have to sit in traffic to enjoy this beautiful beach. Grounds are well...
Los Arboles Apartments,5,"I'm so glad we chose to live at Los Arboles!  The location is not only amazing (great run/walk to Torrey Pines Natural Reserve, walks along the beach..."
Los Arboles Apartments,5,After more than 2 awesome years it's time to leave this amazing place. If you have the opportunity to live here even for a short time you should do it. Del...
Pantoja Park,4,Downtown San Diego has quite a few parks which is one of the reasons I chose to move to the area.  I have a dog and he loves running around and rolling in...
Pantoja Park,1,I would like them to enforce the vagrancy and illicit drug use in broad daylight.  My 4 year old riding his bike and me foot pushing a scooter get yelled at...
Pantoja Park,4,A nice open space near the convention center and seaport village.  Place is dog friendly.  It is quiet and usually not very busy every time I have walked...
Newport Landing Whale Watching and Sportfishing,4,"The crew and captain were great on the Aggressor. However, the boat has to be the smallest charter I have ever been on. You could hardly walk down the sides..."
Newport Landing Whale Watching and Sportfishing,5,Purchased tickets for 3/4 day fishing and it was amazing. Boat crew were very informative and very helpful all around. Was an amazing day caught lots of...
Newport Landing Whale Watching and Sportfishing,5,Did the 3/4 day on the Aggressor on 7-16-2020. Limited boat of 23 anglers due to Covid but when you're fishing more space is a good thing and with the...
Wabash Hall,3,Venue is conveniently located in North Park and has its own parking lot so that your guests do not have to struggle with parking. The Venue a wide open...
Melroy Property Management,2,"Melroy definitely isn't the best, but they definitely aren't the worst, either. Like many reviewers below, I too suffered from the little communication from..."
Melroy Property Management,1,"I really don't like saying negative things about companies but when it's this bad I feel the need. Melroy is a terrible ""property mgmt"" company & Im really..."
Melroy Property Management,1,I don't recommend ever using Melroy Property Management in any form or way they do business - don't rent units/home managed from them or don't even think of...
Central Park Apartments,5,"My Mom and I really enjoyed and appreciated our experience at Central Park, La Mesa. The complex itself is beautiful - charming and well kept. It's a great..."
Central Park Apartments,4,"This community was well maintained and quiet. The office staff were kind, attentive, and professional throughout our stay. We enjoyed the pool and beautiful..."
Central Park Apartments,1,"Sad to leave such a low review. Loved my time here, but don't expect to be treated fairly when you decide to leave. And also don't expect to get your..."
Quince Street Bridge,5,Enjoyable Bridge there are many different Bridges throughout Hillcrest Bankers Hill this is a fun one to go to sometimes two skunks even visit the bridge...
Quince Street Bridge,5,"Well maintained wooden bridge- well lit area on both sides and large enough for groups or to run across. There's a ""little lending library"" on the 4th..."
Quince Street Bridge,4,"Not the most exciting thing to see in San Diego but there are three reasons why I'm a fan:

1) It has a Little Community Library full of free books to..."
Switzer Canyon Open Space Park,3,"As an avid hiker, it was an alright trail ... perfect for locals who live nearby ... right time for me to be there with all these wild flower blooms"
Switzer Canyon Open Space Park,3,The Switzer Canyon Open Space area is located down in South Park pretty much cutting a line through 30th street. There is several entrances into this...
Switzer Canyon Open Space Park,5,"A great part of our nightly walk; this is a little over six miles, its a beautiful park, a beautiful Canyon.

So,  when you have the chance and you're in..."
Adobe Bluffs Neighborhood Park,4,"Considering this place is only a few steps away from my parents place, I've been coming here for decades, since it first opened actually... so I would have..."
Adobe Bluffs Neighborhood Park,5,This great updated park is centrally located in a great neighborhood and friendly neighbors. This park has a large grass area for the dogs or kids and a...
Adobe Bluffs Neighborhood Park,5,"If bringing your pooch along, obey the leash law.  This is not an off-leash dog park.  Remember, being held liable for any accidents could be costly or even..."
Gateway Military Housing,5,Lived here for 2 years now and hadn't had any problems. Neighbors are respectful of noise and maintenance is good.
Gateway Military Housing,5,We have lived in Italy and Spain in base housing and economy and we are very happy in our 3 bed 3.5 bath 3AC floor plan in gateway village. We committed to...
Gateway Military Housing,5,Not really understanding some of the low reviews.  My guess is most people love living here but never write a positive review.  What is there to complain...
Diligence Transportation Services,5,"Diligence did our wedding transportation and everything was so easy, fast and flawless. Thomas was very patient despite last minute plan changes and..."
Diligence Transportation Services,5,I planned a San Diego brewery tour from Kentucky  in preparation for my trip in June. DT was so easy to work with and professional. The day of the tour...
Diligence Transportation Services,5,I reached out to Diligence for a quote to go to a concert at Mattress Firm Amphitheater in Chula Vista.  Thomas quoted me a very fair quote in comparison to...
Wightman Street Neighborhood Park,4,"This new park is very close to the 7/11 on the corner of University and Winona. Going down the hill, Winona turns into Wightman St and the park is just..."
Miramar Lakeview Park,5,"I love walking at Miramar lake.
Nice view, smooth road and fresh air!!
You can walk with dogs."
Miramar Lakeview Park,4,"This has been a place of peace for me. I really enjoy running this 5 mile loop and little more if you count walking back to your car. 

It's mainly asphalt..."
Rancho Bernardo Dog Park,4,"Great Dog Park...well maintained! The pens are divided into small, medium, large and all dogs. 

Lots of places to sit! Even for the dogs! Lol

Lots of..."
Rancho Bernardo Dog Park,5,"If you're looking for a dog park that separates the large and small dogs this is the park I always recommend. My dachshund loves this park, it's clean and..."
Rancho Bernardo Dog Park,4,"Love this dog park. The people are super nice and welcoming. 

Took off one star- please do not bring your dog to a dog park if you know that they bite or..."
Torrey Highlands Dog Park,5,"Great park , very nice people with well-behaved dogs. Lots of room for dogs to run safely"
Torrey Highlands Dog Park,2,"There is so many big dogs it should be ""big dog"" park. 
My small dogs can't go in and every time we are walking around the dog park there is always a..."
Torrey Highlands Dog Park,5,"Narrow and mostly dirt. Closes at dusk but some people go after dark. No lights.

Really close to canyon edge, may be a risk from coyotes at night. They..."
Twin Peaks,3,"Since SD officials have closed all the city owned beaches, parks, and trails, I ventured farther away to get in some brief exercise before the next round of..."
Twin Peaks,3,"Short decent hike, but the signs need to be fixed to avoid wrong paths taken.

It's super rocky, good uphills, and nice breeze too.

Dog and Kid..."
Twin Peaks,3,"Located near residential homes, Twin Peaks can be accessed through Silverset Park. The trail itself, was hard to follow. There were many different trails to..."
4S Patriot Park,5,I've always enjoyed my walks here at my local park and love it even more so that we are able to finally get out and feel a little bit safer from this...
4S Patriot Park,5,"It's a great park I tell you! My favorite part about this park is the walking path around the perimeter of the park. Also, the park is very well kept. The..."
4S Patriot Park,3,Took my doggie here for a afternoon walk after reading the reviews about it being a dog friendly place with poop bags.  Its ok if you live in the...
Lakeview Trail,3,"A small trail that connects to bigger and better trails if you're up for it. 

Starting off at the Ridgeling trailhead parking lot you walk about 1.2 miles..."
Lakeview Trail,4,"When I first encountered this trail, it gave me the creeps. The parking lot is not officially open, but if you walk around the gate, you are able to access..."
Lakeview Trail,4,I like walking. I like non busy trails. I like this trail. Put on some head phones and just keep going until you can't go anymore.
Mega Arte Riding Academy,4,"I'm so thankful I found this place for my teen daughter. 
So many of her friends are not allowed to socialize 
And she needed an outlet to interact with..."
Mega Arte Riding Academy,5,Wow! We had an amazing experience here with Meg and her horses! She is very friendly and helpful and makes you feel comfortable with riding! My 8 year old...
Mega Arte Riding Academy,1,"Absolutely terrible place. Would NEVER recommend for party's at all! 
No exotic animals! Couldn't pet any animals said they all would bite the kids. The..."
Penasquitas Casa Blanca,1,This is my second year living here . Just moved into a different unit . 9454 Twin Trails unit 201. The owner is nice . She has a property management...
Views West Park,5,Views West Park is our go to choice for my son's birthday party.  We reserved this parked twice already and it's perfect.  There's a flat area for a bounce...
Views West Park,5,"This is a great park if you have children.  There are huge play structures situated next to a gazebo and there's tons of parking.

What's great is that..."
Views West Park,4,"Nice little park with fun and unique play structures! The only thing is, I wish there were also swings here. There's a pretty big parking lot, a volleyball..."
Sabre Springs Park,4,Nice little neighborhood park.  Lots of playground equipment.  A huge field for soccer and baseball diamond.  It was a little tricky navigating here and...
Sabre Springs Park,5,"This is a wonderful park in the nice community of Sabre Springs. There are baseball fields, open fields, multiple playgrounds, and a walking/running..."
Sabre Springs Park,5,"Love this park! Great for walks, jogs, and sports! You can use the fields to play baseball, soccer, or lacrosse! 

There is also a playground for the..."
South Creek Neighborhood Park,5,"Cute little park ,Great for sitting outdoors a quick walk .
Doesn't usually get crowded & people keep to themselves and give space to one another."
South Creek Neighborhood Park,1,"Not a fan of this park. It's small, and can get pretty crowded. There's a lot of way nicer parks in the area."
South Creek Neighborhood Park,5,"This is the cutest park, equipped with close to everything You would expect a park to have; Sand, three different play structures (one of them very..."
Carmel Mountain Ranch Community Park,5,This is my favorite park to come to when it's a hot day because a lot of the playground is still shaded by the big trees. Also the play structures are fun...
Carmel Mountain Ranch Community Park,4,Love the newer playground and since they are disabled accessible it's great for my little who is a new walker . The trees help with keeping it cool almost...
Carmel Mountain Ranch Community Park,4,"Been coming here for decades... As a teenager and as an adult. It's funny how my needs of this park has changed over the years.

It's a great place for a..."
Van Dam Peak,2,"NOT AN ENJOYABLE HIKE -- LEAVE THIS ONE TO THE MOUNTAIN BIKERS!
We started a version of this trail near Shoal Creek Elementary School (Trailhead is just..."
Van Dam Peak,2,"I found Van Dam Peak using Google maps, as it doesn't appear in much else.  Google has the trails surrounding the peak listed as ""Open Space Trail"" and..."
Van Dam Peak,3,Very steep climb in lots of sections. Take plenty of water as the trails are not marked and you can easily overlook and pass the way back ( like I did). No...
Rose Canyon Bicycle Path,3,"I went here on a Thursday morning, it was ok. I would not suggest biking alone just for safety purposes."
Rose Canyon Bicycle Path,5,Very fun Trail went there for mountain biking had a blast with my girlfriend even though she had to walk her bike down a few trails hahahah
Rose Canyon Bicycle Path,4,"This bike path is amazingly convenient because it connects Gilman drive to Damon street, which makes riding from La Jolla/ UCSD to Pacific Beach and beyond..."
Town Center Community Park,5,Now I know where to go for Fourth of July fireworks! I always thought this place was at Town Center but it's across from Food 4 Less. Have driven past it...
Town Center Community Park,5,"Yes, this is a great large park with lots to do or I should say, it offers a lot of opportunities to do things. For example, the park offers a variety of..."
Town Center Community Park,5,"Lawn chairs and blankets. Family and friends. Live music and entertainment for all.

We've been to this park primarily because of the Santee Summer Concert..."
Kit Carson Park,5,"HUGE park with so many open areas to sit, run around, play, etc. tables and walking trails as well. Great for kids and dogs. Even some park areas with..."
Kit Carson Park,4,"Park is huge. Free parking. Sad to see lots of trash everywhere. Seems to be the popular place to play disc golf.

The main attraction for families seem to..."
Kit Carson Park,4,I enjoy bringing my puppy here for walks. The trails are great and it's a nice workout. The park has a small lake / pond that's nice and a really nice disc...
Hilleary Park,4,Nice place! It's not a huge place but big enough for kids to play and parents to sit and relax. A couple of open fields to walk around in. One of the...
Hilleary Park,4,"This is a nice neighbor park with a nice playground for children, a full court basketball court, and soccer field, a few picnic tables, and is dog friendly..."
Hilleary Park,5,"Impressive place, especially considering it's owned/operated by a municipality.  I wasn't there long, but I think I counted at least three different play..."
Del Mar Dog Beach,5,"If you love dogs and you love beaches, this place is a must-see! I was in absolute heaven when I saw a clean, beautiful beach with a bunch of dogs running..."
Del Mar Dog Beach,5,"Best beach in town! So many doggies running around, playing fetch, and swimming! We brought our frenchie to the beach and he usually hates baths and water..."
Del Mar Dog Beach,5,"My pup's ultimate favorite place.
Beats any dog park any day!

The off leash area is from Del Mar, and extends to a bit of Solana beach.
It can get quite..."
Adobe Bluffs Elementary School,5,Both of my daughters attend this school. This school deserves all the accolades it receives and more. Not only is it one of the few schools in the country...
Adobe Bluffs Elementary School,1,"If you are in the PUSD don't be fooled by their history of being a good school system.  That was years ago, but not any longer.  We moved to the area and my..."
Adobe Bluffs Elementary School,1,"So glad my daughter doesn't have to come to this school anymore!  My daughter was being bullied at this school, teased by the same boys final straw was her..."
Highland Ranch Park,5,"This park has the tallest slides you will find at a public park in San Diego.  

My kids had a blast going down one of the three giant slides.  My little..."
Highland Ranch Park,4,Impressive playground. I don't think I've ever seen so many different heights of slides in a park. Looks like a very exciting place for kids to be. Other...
Highland Ranch Park,4,Definitely our most frequented park. It's just right.. Tucked alongside the elementary school in the area.. this park has a little bit of everything for the...
Pacific Highlands Ranch Dog Park,5,"Great dog park. Open almost 365 days of the year, because it's not grass and mud! No ground cover or mulch! Less vet bills from chewing mulch and..."
Pacific Highlands Ranch Dog Park,3,"I was a little disappointed in this dog park. It is very small and all dirt. Me and my dog were the only two in the dog park, lots of people in the area..."
Pacific Highlands Ranch Dog Park,5,Great dog park with a big dog and small dog space! Brand new so very clean. Trees for shade and ample parking nearby.
Pump Track,5,Nice clean skate and basketball park. They had signs indicating to wear a mask. There are 4 basketball courts with nice clear white lines.
Pump Track,5,"Well-designed and smoothly constructed, this place offers loads of fun for bikers, skateboarders, and scooter riders (it appears the latter two originally..."
Pump Track,5,This is easily one of my favorite places on earth to be at. I know I'm not the only one who feels that. I drive from Orange County to come out here & ride...
Del Mar Trails Park,5,We used to call this Orange Park - but several years ago they replaced all the old and aging equipment with all this fun and inventive playground equipment....
Del Mar Trails Park,4,"Great little neighborhood park! 
Not too many people come here or know about this place.
The playground is brand new and has lots of activities for..."
Del Mar Trails Park,4,Super cute playground for kids.  Large field perfect for football or soccer just beyond the playground.  Parking is on the road only.  Dogs must be on a leash.
Windwood Park,4,"Kind of hard to find if you don't live in the area. Very local tiny park/dog park/playground between two streets. I like the design of the play structure,..."
Windwood Park,3,"My dog found it unbelievable that this park was not listed on Yelp, and insisted I add it.  He (the dog) rates Windwood Park 5 stars because there are..."
Windwood Park,4,"A newly renovated park geared for kids ages 5-12 but is still great for the younger ages. It includes swings, a rock climb structure, sand pit, multiple..."
Dirty Dogs Dog Park,4,I love this dog park but lately the holes have gotten out of control.  People are using chairs to cover them.  My dog hurt his leg yesterday when he was...
Dirty Dogs Dog Park,3,"This is a decent dog park located behind the Torrey Hills Shopping Center which is also known as Torrey Hills Dog Park once upon a time. 

The park is..."
Dirty Dogs Dog Park,3,Its not well maintained at all snakes all over not safe for small.dogs the grass is full of fleas beware
Carmel Mountain Christian Church,5,"Best church EVER.  

The Gospel of Jesus Christ is the focal point.  Everything talked about is cited with the Word.

We're known as the ""coffee church""..."
Carmel Mountain Christian Church,5,This Bible-Based non-denominational church has a great bible study on Wed nights.  There is an upbeat service on Sundays. But the church is known for the...
Carmel Mountain Christian Church,5,This small church is sooo filled with God's love. They will take you in and make you part of your family. I had to move for work after going there for 5...
Matthew Pichardo - Prime Home Partners,5,"Matthew is wonderful. He helped me find renters and manage my rental property recently. I've since moved back into the home, but if I ever need help again,..."
Matthew Pichardo - Prime Home Partners,5,"Matt Pichardo is one of the hardest working, if not THE HARDEST working Realtor in San Diego! I've trusted Mr. Pichardo with my real estate needs multiple..."
Matthew Pichardo - Prime Home Partners,5,"Matthew was part of the team I worked with to buy a Banker's Hill condo in late 2015.  I wholeheartedly recommend him.  He was prompt to appointments,..."
St Therese of Carmel,5,I have been an active parishioner at St. Therese of Carmel since 2006 and initially attended because the woman I was dating at the time (and would become my...
St Therese of Carmel,5,This church is home to our family! I love Father Nick and look forward to his sermons. He shares homilies with perfect life analogies that bring scriptures...
St Therese of Carmel,5,"Came here on vacation this past Divine Mercy Sunday, April 28 for Mass and it was wonderful! Very thankful to be a Catholic and be able to go to Mass..."
Patty Doyle - San Diego Realtor,5,I've worked with Patty for more than 10 years and love her!   She maintains a wonderfully positive attitude even these during difficult times - so I really...
Patty Doyle - San Diego Realtor,5,Patty is simply the best - she is a true joy to work with!  She knows San Diego extremely well and is a fierce negotiator!  I would recommend her to anyone...
Patty Doyle - San Diego Realtor,5,"Patty was awesome in listening to me, hearing what I wanted and moving in the appropriate direction. She asked where I wanted to live. After telling her she..."
Art Lewis - San Diego Realtor,5,"I wish I could give Art more than five stars! He made the entire sales process easy and painless. He explained all of the steps along the way, and was..."
Art Lewis - San Diego Realtor,5,"I've had dealings with many realtors over the years and I must say Art Lewis is absolutely the BEST realtor
I've had the pleasure to work with. He's a..."
Art Lewis - San Diego Realtor,5,"I have worked with Art both viewing properties to buy, and he was my listing agent for a downtown condo that I owned. Art did his market research and we put..."
San Diego Tennis Lessons,5,"Brandon is as good as it gets. I came to him wanting to refresh my skills, exercise, and have fun. I can already see improvements within the six months I..."
San Diego Tennis Lessons,5,"Our daughter has been working with Brandon for several months now, and we've found him to be both an excellent coach, and a great teacher and mentor...."
San Diego Tennis Lessons,5,Had great lessons with Brandon. He took the time to evaluate my tennis skill level and customize a program that fit with my goals. His positive attitude...
San Diego Rowing Club,5,We got married at the Garty Pavilion aka San Diego Rowing Club 9/8/19. The venue is perfect if you're looking for an outdoor beach wedding. The ceremony was...
San Diego Rowing Club,5,"The San Diego Rowing Club (Garty Pavilion) was an amazing venue for our wedding! We had 85 guests, which seemed the perfect amount for the venue. The..."
San Diego Rowing Club,5,This is a beautiful wedding venue in San Diego! I was here for my good friend's wedding and I'm glad we all go to celebrate at this nice venue with a...
Hampton Inn San Diego/Mission Valley,5,Looks and smells nice when you walk in. The room we initially had did not have a bathtub. They were quick to change rooms however the second room did not...
Hampton Inn San Diego/Mission Valley,5,Our 4 days here was great! The staff was super nice & helpful with providing us an early check in since our flight landed earlier than the standard check in...
Hampton Inn San Diego/Mission Valley,2,This was perhaps my most disappointing stay at a Hilton property as a Hilton Honors guest. To suggest I had value for the price would be an overstatement....
San Diego Airport Taxi,5,I request a ride at 3:30 a.m. from mission Valle to SAN. I was worried for time like if they are not come because it was so early but they are so...
San Diego Airport Taxi,1,"They left me stranded with two toddlers at midnight at CBX airport. They assured me they'd be there multiple times, I made sure to triple confirm, and when..."
San Diego Airport Taxi,1,What a rip off!!! We just took San Diego Taxi from the airport to a hotel a few miles away. He took us round and round and we questioned him 3 times about...
The Dana on Mission Bay,4,Had a great staycation. Room was clean and comfortable.  Staff were friendly and professional. Pool was clean and the area was always kept clean. Only draw...
The Dana on Mission Bay,5,"Perfect spot for a little get away during Covid, pet friendly. Clean and beautiful views. 
First time, would love to come back."
The Dana on Mission Bay,5,"Janessa the manager made it so special for us during our stay! The room was immaculate and the snacks and food were amazing by the pool. 

Our stay felt..."
Pacific Ridge Apartments,5,My son had an apt.  there and was forced to  move out due to COVID-19 in March. His lease ran through September. They were great about helping us move out...
Pacific Ridge Apartments,5,"I absolutely loved living at Pacific Ridge. The pool areas are beautiful, complimentary coffee, proximity to USD, and the park right next door was amazing...."
Pacific Ridge Apartments,3,I thought this would be a wonderful place to live and it is - until all the students come back from summer break. This is a great place for college students...
Hyatt Regency Mission Bay Spa and Marina,3,Checked in for a 3 night stay. I think I was expecting something a little different... parts of the property are nice. We got a king suite with marina view....
Hyatt Regency Mission Bay Spa and Marina,3,Place has a beautiful scenery looking out towards the ocean I recommend you requesting ocean view. Stayed a couple of days with family members looks like...
Hyatt Regency Mission Bay Spa and Marina,1,This hotel practically shoves it down your throat that they are doing everything possible to keep the rooms extra clean due to COVID and wanting to assure...
Dania Macias - TEN X Realty,5,"I have known Dania for a long time.  We had her sell our property in Chula Vista, and we purchased a house in Poway.  Anytime we had questions, she was..."
Dania Macias - TEN X Realty,1,"This lady wrote a word salad reply to my negative review then asked three friends, or just used fake accounts to post 3 positive reviews the same day, in a..."
Dania Macias - TEN X Realty,5,Dania made selling our two apartment buildings a breeze. From start to finish She was always there ready to answer questions and help us figure out what...
Eugenia Garcia & Associates,5,We met Eugenia when viewing a house she was showing and she was really personable and attentive. We exchanged information and she immediately began sending...
Eugenia Garcia & Associates,5,We moved from the Bay Area to San Diego with little to no knowledge of the area except that we liked the beach. Eugenia asked about our ideal situation and...
Eugenia Garcia & Associates,5,"Eugenia and Jeff are exceptional to work with.  They are extremely responsive, organized, well informed, competent, and delightful.  As a former home..."
Janicke Swanson - Berkshire Hathaway Home Services,5,"Janicke was wonderful to work with. She is incredibly organized, timely, and thoughtful. She made the sale of our condo (during a stressful time in the..."
Janicke Swanson - Berkshire Hathaway Home Services,5,"Janicke - I cannot tell you enough how wonderful you were during the entire house selling process. Going through a divorce is hard enough, but trying to..."
Janicke Swanson - Berkshire Hathaway Home Services,5,Janicke sold me my house in 2012 and was an absolute pleasure to work with. I was a first time homebuyer and scared out of my mind about buying a home. She...
San Diego Van Service,5,San Diego Van Service was amazing! My husband and I were looking for a transportation company that would provide shuttle service for our wedding guests from...
San Diego Van Service,5,"Albert and his team were flawless on service. Our group was promptly picked up at the SAN airport, quickly loaded us and quickly got us to our location. On..."
San Diego Van Service,1,"Albert Bain, driver and usually the one who answers phone calls, is an amazingly rude dude if you're not a current customer.   He was driving the 30..."
Aall In Limo & Party Bus,5,"We had a blast in our limo bus tour to the Temecula wineries. Our driver, Joe was prompt and easy to communicate with over text when we wanted to move on to..."
Aall In Limo & Party Bus,3,"Booking this place was great, I appreciated the quick communication and ease of booking a winery tour. Our driver was very courteous and friendly, and a..."
Aall In Limo & Party Bus,5,"Aall In Limo service took us on an awesome wine tasting trip!
Our driver, Mike, was very prompt and arrived 15 minutes early to pick our group up in North..."
Awaken Church | Balboa Campus,4,My husband and I visited this church while vacationing in San Diego. It was a very unique church in many ways but overall I liked it! Here's some...
Awaken Church | Balboa Campus,1,"As cases are skyrocketing in san Diego, and even after they have *hosted their very own COVID 19 outbreak the week before*, Awaken Church SD continues to..."
Awaken Church | Balboa Campus,2,"Romans 13:1-2 says: ""Obey the government, for God is the One who has put it there. ... There is no government anywhere that God has not placed in power. So..."
Mission Basilica San Diego de Alcala,5,I have lived in San Diego for years and have not made it here until now! I have been to the one in Oceanside since I used to go to church there. This one is...
Mission Basilica San Diego de Alcala,5,"Mission Basilica San Diego de Alcala was stop #11 for us, during the time we came there was a small entrance fee and if you wanted to attend Mass it was..."
Mission Basilica San Diego de Alcala,4,"You know, I have visited this Mission many times, when I taught fourth grade, with my students on study trips learning about the history of California, but..."
Guadalupana Memorial Chapel,5,Now named La Paz mortuary is under new ownership. They treat there clients like family from they time you come to them.
Villa De La Paz,5,"My family and I moved to California a few years ago and had a hard time finding a rental. However, I applied at Villa De La Paz and have been so grateful..."
Villa De La Paz,1,Terrible management roach infested apartments. Countless things broken or never replaced. It's cheap rent for a reason!
Villa De La Paz,1,I found this place on craigslist and decided to check it out. I called the office and made an appointment for 4:45p the next day. the lady that answered...
Casa La Paz Apartments,1,I have lived here for years. I never had a problem until recently .   The manager is rude and is a bully to everyone.. she has even picked her favorites out...
Casa La Paz Apartments,1,When my sister lived here and I come to see her. This place is infested with black windows. In the hallways outside and in the apparents. She told me they...
Casa La Paz Apartments,1,I have lived here for several years now this place and the management are terrible I pay my rent but the office is never open. The new tenements that move...
John F Kennedy Park,5,"This is my son's favorite park to go to in the East County. It's a pretty clean park, with the recreation center located on the property this park gets a..."
John F Kennedy Park,5,"Small Park,  but this is a good place to take a breather and walk around a bit. I usually just sit down and enjoy the little things in life that are still..."
John F Kennedy Park,3,Its a small little park good for throwin frisbee or just walkin around getting some excersise.
Keiller Leadership Academy,5,Ahhh memories...my old stopping grounds...Had good times at this place. The teachers cared about the students. Helpful and caring staff. I went there before...
Keiller Leadership Academy,5,I can't believe some people would give this school a bad rating based on it being strict! Seriously?! If we had more schools like this we would have less...
Keiller Danny L MD Urology,1,"I went to this doctor because at the time, he was the only one my insurance allowed with the HMO.  Very rude, unfriendly and unprofessional in all respects...."
Keiller Danny L MD Urology,2,"I first saw Dr Keiller about 8 years ago, at which time I found him to be direct but pleasant. At that visit, he took the time to go over the various..."
Keiller Danny L MD Urology,1,"I have never been insulted so many times in so few minutes by anyone providing a personal service, medical or otherwise, in my entire adult life. The doctor..."
Brown's Grove,5,"Background Info - http://www.sandiego.gov/parkandrecboard/pdf/prbiobrucegbrown.pdf

Bruce G. Brown was appointed to the Park and Recreation Board in 2007...."
Penasquitos Creek Park,3,"Why are Yelp reviews of parks often misleading?

In the case of PCP (oh, boy), it's because it doesn't have a website and because it is often confused for..."
Penasquitos Creek Park,5,"Perfect place for Easter Egg hunt.  Park is wide open and plenty of parking spot for everybody.

It's our second time here and we're always excited because..."
Penasquitos Creek Park,5,Great park! Lots of grass for kids to run around and a shaded playground with slides and swings. I love taking my kids here for a nice relaxing day! Lots of...
Maddox Park,4,"A great place to come with your dog if you meet these standards:

1) you know how your dog does with other dogs and treat it appropriately ie. If your dog..."
Maddox Park,3,"Came here for my grandniece's birthday party. They have fun play structures and a huge grass field for children to run around.

Likes:
- plenty of street..."
Maddox Park,4,This is a very cute park ..my daughter loves visiting here..the colours are vibrant and inviting and play structures are so much fun..this is a dog park...
Poway Dog Park,5,We've been to a few dog parks and Poway made this dog park ideal. You have three different sections in this park for dogs. We belong to the large breed...
Poway Dog Park,2,"I must have bad luck. Each time I try to bring my large puppy, there is a rude dog/owner who doesnt pay attention to their dog humping others. :("
Poway Dog Park,4,"The areas are quite large and there are plenty of seats and shade.

Your pup is bound to be happy as long as it's not about to be mounted or attacked by..."
Mesa Verde Park,3,"Park is seeing some improvement with the crime. The dog park is well maintained and a great neighborhood jewel. Yes, the drug dealers drinking in the park..."
Mesa Verde Park,4,Nice park. I met up with some friends here and we hung out at the green belt at one of the picnic tables. The park sports a couple of full court basket...
Mesa Verde Park,4,Mesa Verde Park is a nice local park in the Mira Mesa area off of Gold Coast Dr. There is a *nice large grass field* here which offers great views of the...
Mesa Verde Park,1,"Not safe. A group of hispanic males are drunk in this park daily, urinating public ally near playground, and selling drugs. Plus, horribly irresponsible dog..."
Mesa Verde Park,5,Nice neighborhood park next to a school. There are lots of trees for shade. There is also a covered picnic area. The school playground is also open to the...
Mesa Verde Park,5,This park is awesome has plenty of shade tables working bathroom surprisingly plenty of things for the kids to do they can ride their bike they can swing on...
Hector Martinez - Century 21st 1st Choice Realty,5,He was the instructor to my first time home buyer class. I learned a lot in that class from him and you could tell that he really did care a lot about...
Parque Teniente Guerrero,5,"One of the most relaxing peaceful parks, so much culture in one place very historical. I enjoy visiting this park every time I make a trip to Tijuana. I..."
Parque Teniente Guerrero,5,"A peaceful place to sit and watch the world go by. Lots of trees, birds, fountains, and families relaxing. Refreshing after walking through the tourist..."
San Diego Zoo,5,"A great place to walk around!

Good to go early in the morning, so social distancing in line doesn't take so long."
San Diego Zoo,5,Came during covid time on a Friday. The place was pretty safe and they take alot of precaution s. Be prepared to walk a bit from the oarking5 lot to the...
San Diego Zoo,5,"I felt safe and I was reassured my family was safe during covid. VERY CHILD FRIENDLY

Covid precautions: 5/5
So before you even enter the park, you are met..."
Free Flight,5,We have been wanting to come to this place for months but it has been on shut down to the public due to COVID-19.  We were excited to see that they are now...
Free Flight,5,Love this place! We made reservations the night before. Got there right at 11am and they were ready for us. We went with our 15 year old and 9 m old. They...
Free Flight,4,I was not aware of this place until a photo club said they were doing an expedition here in January 2020. That seems so long ago with the whole pandemic...
